species_latin,family,country,province,site_name,habitat,soil_type,plant_part,unit,trait,trait_value,references
Dillenia excelsa,Dilleniaceae,South-East Asia (tropical),NA,NA,NA,unknown,wood,g.cm-3,wood density,0.68,DRYAD
Dillenia excelsa,Dilleniaceae,Brunei Darussalam,Batang duri,Kuala Belalong,dipterocarp forest lowland,mineral,wood,g.cm-3,wood density,0.55,Osunkoya.et.al.2007a
Dillenia excelsa,Dilleniaceae,NA,NA,NA,NA,unknown,wood,g.cm-3,wood density,0.72,ICRAF
Dillenia excelsa,Dilleniaceae,Brunei Darussalam,Kuala Belalong,Ulu Temburong National Park,dipterocarp forest lowland,mineral,wood,g.cm-3,wood density,0.546,Osunkoya.et.al.2007b
Dillenia excelsa,Dilleniaceae,NA,NA,NA,NA,unknown,wood,g.cm-3,wood density,0.865,PROSEA
Dimocarpus longan,Sapindaceae,Malaysia,Borneo,Danum valley,dipterocarp forest lowland,mineral,leaf,mg.g-1,magnesium,1.54,Both.et.al.2019
Dimocarpus longan,Sapindaceae,Malaysia,Borneo,Danum valley,dipterocarp forest lowland,mineral,leaf,mg.g-1,nitrogen,18.59,Both.et.al.2019
Dimocarpus longan,Sapindaceae,Malaysia,Borneo,Danum valley,dipterocarp forest lowland,mineral,leaf,mg.g-1,calcium,2.09,Both.et.al.2019
Dimocarpus longan,Sapindaceae,Malaysia,Borneo,Danum valley,dipterocarp forest lowland,mineral,leaf,mg.g-1,nitrogen,16.35,Both.et.al.2019
Dimocarpus longan,Sapindaceae,Malaysia,Borneo,Danum valley,dipterocarp forest lowland,mineral,leaf,mg.g-1,calcium,1.3,Both.et.al.2019
Dimocarpus longan,Sapindaceae,Malaysia,Borneo,Danum valley,dipterocarp forest lowland,mineral,leaf,mg.g-1,magnesium,1.22,Both.et.al.2019
Dimocarpus longan,Sapindaceae,Malaysia,Borneo,Danum valley,dipterocarp forest lowland,mineral,leaf,mg.g-1,phosphorus,0.75,Both.et.al.2019
Dimocarpus longan,Sapindaceae,South-East Asia (tropical),NA,NA,NA,unknown,wood,g.cm-3,wood density,0.7,DRYAD
Dimocarpus longan,Sapindaceae,Malaysia,Borneo,Danum valley,dipterocarp forest lowland,mineral,leaf,mg.g-1,potassium,9.79,Both.et.al.2019
Dimocarpus longan,Sapindaceae,Malaysia,Borneo,Danum valley,dipterocarp forest lowland,mineral,leaf,mg.g-1,potassium,8.57,Both.et.al.2019
Dimocarpus longan,Sapindaceae,Malaysia,Borneo,Danum valley,dipterocarp forest lowland,mineral,leaf,mg.g-1,phosphorus,0.92,Both.et.al.2019
Dimocarpus longan,Sapindaceae,NA,NA,NA,NA,unknown,wood,g.cm-3,wood density,0.818,ICRAF
Diospyros areolata,Ebenaceae,Indonesia,Central Kalimatan,Mawas Conservation Area,peat swamp forest,peat,leaf,g.kg-1,potassium,13,Wedeux.2015
Diospyros areolata,Ebenaceae,Indonesia,Central Kalimatan,Mawas Conservation Area,peat swamp forest,peat,leaf,g.kg-1,calcium,7.7,Wedeux.2015
Diospyros areolata,Ebenaceae,Indonesia,Central Kalimatan,Mawas Conservation Area,peat swamp forest,peat,leaf,g.kg-1,nitrogen,14.3,Wedeux.2015
Diospyros areolata,Ebenaceae,Indonesia,Central Kalimatan,Mawas Conservation Area,peat swamp forest,peat,leaf,g.kg-1,magnesium,3.3,Wedeux.2015
Diospyros areolata,Ebenaceae,Indonesia,Central Kalimatan,Mawas Conservation Area,peat swamp forest,peat,leaf,g.kg-1,phosphorus,0.5,Wedeux.2015
Diospyros areolata,Ebenaceae,Indonesia,Central Kalimatan,Mawas Conservation Area,peat swamp forest,peat,leaf,g.kg-1,phosphorus,0.48,Wedeux.2015
Diospyros areolata,Ebenaceae,Indonesia,Central Kalimatan,Mawas Conservation Area,peat swamp forest,peat,leaf,g.kg-1,phosphorus,0.45,Wedeux.2015
Diospyros areolata,Ebenaceae,Indonesia,Central Kalimatan,Mawas Conservation Area,peat swamp forest,peat,leaf,g.kg-1,nitrogen,14.9,Wedeux.2015
Diospyros areolata,Ebenaceae,Indonesia,Central Kalimatan,Mawas Conservation Area,peat swamp forest,peat,leaf,g.kg-1,potassium,14.1,Wedeux.2015
Diospyros areolata,Ebenaceae,Indonesia,Central Kalimatan,Mawas Conservation Area,peat swamp forest,peat,leaf,g.kg-1,potassium,14.8,Wedeux.2015
Diospyros areolata,Ebenaceae,Indonesia,Central Kalimatan,Mawas Conservation Area,peat swamp forest,peat,leaf,g.kg-1,calcium,6.4,Wedeux.2015
Diospyros areolata,Ebenaceae,Indonesia,Central Kalimatan,Mawas Conservation Area,peat swamp forest,peat,leaf,g.kg-1,magnesium,4,Wedeux.2015
Diospyros areolata,Ebenaceae,Indonesia,Central Kalimatan,Mawas Conservation Area,peat swamp forest,peat,leaf,g.kg-1,nitrogen,12.8,Wedeux.2015
Diospyros areolata,Ebenaceae,NA,NA,NA,NA,unknown,wood,g.cm-3,wood density,0.8018,ICRAF
Diospyros areolata,Ebenaceae,Indonesia,Central Kalimatan,Mawas Conservation Area,peat swamp forest,peat,leaf,g.kg-1,magnesium,4.3,Wedeux.2015
Diospyros areolata,Ebenaceae,South-East Asia (tropical),NA,NA,NA,unknown,wood,g.cm-3,wood density,0.72,DRYAD
Diospyros areolata,Ebenaceae,Indonesia,Central Kalimatan,Mawas Conservation Area,peat swamp forest,peat,leaf,g.kg-1,calcium,7.4,Wedeux.2015
Diospyros malam,Ebenaceae,NA,NA,NA,NA,unknown,wood,g.cm-3,wood density,0.8018,ICRAF
Diospyros malam,Ebenaceae,South-East Asia (tropical),NA,NA,NA,unknown,wood,g.cm-3,wood density,0.49,DRYAD
Diospyros malam,Ebenaceae,South-East Asia (tropical),NA,NA,NA,unknown,wood,g.cm-3,wood density,0.72,DRYAD
Diospyros pseudomalabarica,Ebenaceae,NA,NA,NA,NA,unknown,wood,g.cm-3,wood density,0.8018,ICRAF
Diospyros siamang,Ebenaceae,South-East Asia (tropical),NA,NA,NA,unknown,wood,g.cm-3,wood density,0.52,DRYAD
Diospyros siamang,Ebenaceae,NA,NA,NA,NA,unknown,wood,g.cm-3,wood density,0.6067,ICRAF
Dryobalanops beccarii,Dipterocarpaceae,South-East Asia (tropical),NA,NA,NA,unknown,wood,g.cm-3,wood density,0.56,DRYAD
Dryobalanops beccarii,Dipterocarpaceae,Indonesia,NA,NA,NA,unknown,wood,g.cm-3,wood density,0.47,Saito.et.al.2016
Dryobalanops beccarii,Dipterocarpaceae,NA,NA,NA,NA,unknown,wood,g.cm-3,wood density,0.5814,ICRAF
Dryobalanops beccarii,Dipterocarpaceae,South-East Asia (tropical),NA,NA,NA,unknown,wood,g.cm-3,wood density,0.48,DRYAD
Dryobalanops beccarii,Dipterocarpaceae,NA,NA,NA,NA,unknown,wood,g.cm-3,wood density,0.655,PROSEA
Dryobalanops beccarii,Dipterocarpaceae,Indonesia,West Kalimantan,Serimbu Sunujuh,dipterocarp forest lowland,mineral,wood,g.cm-3,wood density,0.56,Suzuki.1999
Dryobalanops beccarii,Dipterocarpaceae,Indonesia,NA,NA,NA,unknown,wood,g.cm-3,wood density,0.53,Saito.et.al.2016
Dryobalanops beccarii,Dipterocarpaceae,South-East Asia (tropical),NA,NA,NA,unknown,wood,g.cm-3,wood density,0.47,DRYAD
Dryobalanops rappa,Dipterocarpaceae,Brunei Darussalam,Belait District,Lumut,kerapah heath forest,peat,leaf,mg.g-1,phosphorus,1.32,Raffle.2019
Dryobalanops rappa,Dipterocarpaceae,Brueni,Belait District,Sawat,kerangas heath forest,mineral,leaf,mg.g-1,calcium,2.75,Metali.et.al.2015
Dryobalanops rappa,Dipterocarpaceae,Brueni,Belait District,Sawat,kerangas heath forest,mineral,leaf,mg.g-1,magnesium,1.38,Metali.et.al.2015
Dryobalanops rappa,Dipterocarpaceae,Brueni,Belait District,Sawat,kerangas heath forest,mineral,leaf,mg.g-1,nitrogen,10.92,Metali.et.al.2015
Dryobalanops rappa,Dipterocarpaceae,Brueni,Belait District,Sawat,kerangas heath forest,mineral,leaf,mg.g-1,potassium,5.58,Metali.et.al.2015
Dryobalanops rappa,Dipterocarpaceae,Brunei Darussalam,Belait District,Lumut,kerapah heath forest,peat,leaf,mg.g-1,potassium,2.27,Raffle.2019
Dryobalanops rappa,Dipterocarpaceae,South-East Asia (tropical),NA,NA,NA,unknown,wood,g.cm-3,wood density,0.65,DRYAD
Dryobalanops rappa,Dipterocarpaceae,Brunei Darussalam,Belait District,Lumut,kerapah heath forest,peat,leaf,mg.g-1,magnesium,1.1,Raffle.2019
Dryobalanops rappa,Dipterocarpaceae,NA,NA,NA,NA,unknown,wood,g.cm-3,wood density,0.81,PROSEA
Dryobalanops rappa,Dipterocarpaceae,South-East Asia (tropical),NA,NA,NA,unknown,wood,g.cm-3,wood density,0.66,DRYAD
Dryobalanops rappa,Dipterocarpaceae,Brunei Darussalam,Belait District,Lumut,kerapah heath forest,peat,leaf,mg.g-1,calcium,1.1,Raffle.2019
Dryobalanops rappa,Dipterocarpaceae,NA,NA,NA,NA,unknown,wood,g.cm-3,wood density,0.735,ICRAF
Dryobalanops rappa,Dipterocarpaceae,Brueni,Belait District,Sawat,kerangas heath forest,mineral,leaf,mg.g-1,phosphorus,0.4,Metali.et.al.2015
Dryobalanops rappa,Dipterocarpaceae,Brunei Darussalam,Belait District,Lumut,kerapah heath forest,peat,leaf,mg.g-1,nitrogen,18.46,Raffle.2019
Durio carinatus,Malvaceae,Malaysia,Selangor,Raja Musa Forest Reserve Compartment 119,peat swamp forest open degraded,peat,leaf,mg.g-1,calcium,15.80174927,Ismail.2001
Durio carinatus,Malvaceae,Malaysia,Selangor,Raja Musa Forest Reserve Compartment 107,peat swamp forest open degraded,peat,leaf,mg.g-1,phosphorus,1.15003537,Ismail.2001
Durio carinatus,Malvaceae,Malaysia,Selangor,Raja Musa Forest Reserve Compartment 112,peat swamp forest open degraded,peat,leaf,mg.g-1,phosphorus,1.36460603,Ismail.2001
Durio carinatus,Malvaceae,Malaysia,Selangor,Raja Musa Forest Reserve Compartment 113,peat swamp forest open degraded,peat,leaf,mg.g-1,potassium,13.56116491,Ismail.2001
Durio carinatus,Malvaceae,Malaysia,Selangor,Raja Musa Forest Reserve Compartment 103,peat swamp forest open degraded,peat,leaf,mg.g-1,potassium,13.849508610000001,Ismail.2001
Durio carinatus,Malvaceae,Malaysia,Selangor,Raja Musa Forest Reserve Compartment 114,peat swamp forest open degraded,peat,leaf,mg.g-1,calcium,6.41399417,Ismail.2001
Durio carinatus,Malvaceae,Malaysia,Selangor,Raja Musa Forest Reserve Compartment 108,peat swamp forest open degraded,peat,leaf,mg.g-1,potassium,15.84749021,Ismail.2001
Durio carinatus,Malvaceae,Malaysia,Selangor,Raja Musa Forest Reserve,peat swamp forest logged,peat,wood,g.cm-3,wood density,0.69,Anon.1987
Durio carinatus,Malvaceae,Malaysia,Selangor,Raja Musa Forest Reserve Compartment 117,peat swamp forest open degraded,peat,leaf,mg.g-1,phosphorus,1.77654548,Ismail.2001
Durio carinatus,Malvaceae,Malaysia,Selangor,Raja Musa Forest Reserve Compartment 101,peat swamp forest open degraded,peat,leaf,mg.g-1,nitrogen,9.71544146,Ismail.2001
Durio carinatus,Malvaceae,Malaysia,Selangor,Raja Musa Forest Reserve Compartment 106,peat swamp forest open degraded,peat,leaf,mg.g-1,nitrogen,10.73792061,Ismail.2001
Durio carinatus,Malvaceae,Malaysia,Selangor,Raja Musa Forest Reserve Compartment 116,peat swamp forest open degraded,peat,leaf,mg.g-1,nitrogen,9.86114999,Ismail.2001
Durio carinatus,Malvaceae,Malaysia,Selangor,Raja Musa Forest Reserve Compartment 117,peat swamp forest open degraded,peat,leaf,mg.g-1,phosphorus,1.38044985,Ismail.2001
Durio carinatus,Malvaceae,Malaysia,Selangor,Raja Musa Forest Reserve Compartment 106,peat swamp forest open degraded,peat,leaf,mg.g-1,nitrogen,10.7828509,Ismail.2001
Durio carinatus,Malvaceae,Malaysia,Selangor,Raja Musa Forest Reserve Compartment 102,peat swamp forest open degraded,peat,leaf,mg.g-1,phosphorus,0.73594568,Ismail.2001
Durio carinatus,Malvaceae,Malaysia,Selangor,Raja Musa Forest Reserve Compartment 110,peat swamp forest open degraded,peat,leaf,mg.g-1,magnesium,2.29571984,Ismail.2001
Durio carinatus,Malvaceae,Malaysia,Selangor,Raja Musa Forest Reserve Compartment 110,peat swamp forest open degraded,peat,leaf,mg.g-1,magnesium,3.92996109,Ismail.2001
Durio carinatus,Malvaceae,Malaysia,Selangor,Raja Musa Forest Reserve Compartment 118,peat swamp forest open degraded,peat,leaf,mg.g-1,potassium,7.43265973,Ismail.2001
Durio carinatus,Malvaceae,Malaysia,Selangor,Raja Musa Forest Reserve Compartment 109,peat swamp forest open degraded,peat,leaf,mg.g-1,calcium,14.98542274,Ismail.2001
Durio carinatus,Malvaceae,NA,NA,NA,NA,unknown,wood,g.cm-3,wood density,0.54,ICRAF
Durio carinatus,Malvaceae,Malaysia,Selangor,Raja Musa Forest Reserve Compartment 113,peat swamp forest open degraded,peat,leaf,mg.g-1,potassium,24.03885431,Ismail.2001
Durio carinatus,Malvaceae,Malaysia,Selangor,Raja Musa Forest Reserve Compartment 101,peat swamp forest open degraded,peat,leaf,mg.g-1,nitrogen,9.75743239,Ismail.2001
Durio carinatus,Malvaceae,South-East Asia (tropical),NA,NA,NA,unknown,wood,g.cm-3,wood density,0.46,DRYAD
Durio carinatus,Malvaceae,Malaysia,Selangor,Raja Musa Forest Reserve Compartment 108,peat swamp forest open degraded,peat,leaf,mg.g-1,potassium,8.18595766,Ismail.2001
Durio carinatus,Malvaceae,NA,NA,NA,NA,unknown,wood,g.cm-3,wood density,0.535,PROSEA
Durio carinatus,Malvaceae,Malaysia,Selangor,Raja Musa Forest Reserve Compartment 111,peat swamp forest open degraded,peat,leaf,mg.g-1,nitrogen,8.99403729,Ismail.2001
Durio carinatus,Malvaceae,Malaysia,Selangor,Raja Musa Forest Reserve Compartment 112,peat swamp forest open degraded,peat,leaf,mg.g-1,phosphorus,1.16022068,Ismail.2001
Durio carinatus,Malvaceae,Malaysia,Selangor,Raja Musa Forest Reserve Compartment 115,peat swamp forest open degraded,peat,leaf,mg.g-1,magnesium,4.16342412,Ismail.2001
Durio carinatus,Malvaceae,Malaysia,Selangor,Raja Musa Forest Reserve Compartment 115,peat swamp forest open degraded,peat,leaf,mg.g-1,magnesium,1.9844358,Ismail.2001
Durio carinatus,Malvaceae,Malaysia,Selangor,Raja Musa Forest Reserve Compartment 111,peat swamp forest open degraded,peat,leaf,mg.g-1,nitrogen,9.02930967,Ismail.2001
Durio carinatus,Malvaceae,Malaysia,Selangor,Raja Musa Forest Reserve Compartment 104,peat swamp forest open degraded,peat,leaf,mg.g-1,calcium,4.08163265,Ismail.2001
Durio carinatus,Malvaceae,Malaysia,Selangor,Raja Musa Forest Reserve Compartment 120,peat swamp forest open degraded,peat,leaf,mg.g-1,magnesium,1.82879377,Ismail.2001
Durio carinatus,Malvaceae,Malaysia,Selangor,Raja Musa Forest Reserve Compartment 116,peat swamp forest open degraded,peat,leaf,mg.g-1,nitrogen,10.30121494,Ismail.2001
Durio carinatus,Malvaceae,Malaysia,Selangor,Raja Musa Forest Reserve Compartment 105,peat swamp forest open degraded,peat,leaf,mg.g-1,magnesium,3.79377432,Ismail.2001
Durio carinatus,Malvaceae,Malaysia,Selangor,Raja Musa Forest Reserve Compartment 114,peat swamp forest open degraded,peat,leaf,mg.g-1,calcium,15.39358601,Ismail.2001
Durio carinatus,Malvaceae,Malaysia,Selangor,Raja Musa Forest Reserve Compartment 103,peat swamp forest open degraded,peat,leaf,mg.g-1,potassium,7.29930077,Ismail.2001
Durio carinatus,Malvaceae,Malaysia,Selangor,Raja Musa Forest Reserve Compartment 105,peat swamp forest open degraded,peat,leaf,mg.g-1,magnesium,2.0233463,Ismail.2001
Durio carinatus,Malvaceae,Malaysia,Selangor,Raja Musa Forest Reserve Compartment 119,peat swamp forest open degraded,peat,leaf,mg.g-1,calcium,7.17201166,Ismail.2001
Durio carinatus,Malvaceae,Malaysia,Selangor,Raja Musa Forest Reserve Compartment 109,peat swamp forest open degraded,peat,leaf,mg.g-1,calcium,7.75510204,Ismail.2001
Durio carinatus,Malvaceae,Malaysia,Selangor,Raja Musa Forest Reserve Compartment 102,peat swamp forest open degraded,peat,leaf,mg.g-1,phosphorus,0.99725562,Ismail.2001
Durio carinatus,Malvaceae,Malaysia,Selangor,Raja Musa Forest Reserve Compartment 104,peat swamp forest open degraded,peat,leaf,mg.g-1,calcium,13.52769679,Ismail.2001
Durio carinatus,Malvaceae,Malaysia,Selangor,Raja Musa Forest Reserve Compartment 120,peat swamp forest open degraded,peat,leaf,mg.g-1,magnesium,3.94941634,Ismail.2001
Durio carinatus,Malvaceae,Malaysia,Selangor,Raja Musa Forest Reserve Compartment 118,peat swamp forest open degraded,peat,leaf,mg.g-1,potassium,14.46223899,Ismail.2001
Durio carinatus,Malvaceae,Malaysia,Selangor,Raja Musa Forest Reserve Compartment 107,peat swamp forest open degraded,peat,leaf,mg.g-1,phosphorus,1.62874523,Ismail.2001
Durio zibethinus,Malvaceae,NA,NA,NA,NA,unknown,wood,g.cm-3,wood density,0.555,PROSEA
Durio zibethinus,Malvaceae,Indonesia,West Kalimantan,Serimbu Sunujuh,dipterocarp forest lowland,mineral,wood,g.cm-3,wood density,0.63,Suzuki.1999
Durio zibethinus,Malvaceae,NA,NA,NA,NA,unknown,wood,g.cm-3,wood density,0.5612,ICRAF
Durio zibethinus,Malvaceae,South-East Asia (tropical),NA,NA,NA,unknown,wood,g.cm-3,wood density,0.55,DRYAD
Durio zibethinus,Malvaceae,South-East Asia (tropical),NA,NA,NA,unknown,wood,g.cm-3,wood density,0.482,DRYAD
Dyera polyphylla,Apocynaceae,NA,NA,NA,NA,unknown,wood,g.cm-3,wood density,0.36,PROSEA
Dyera polyphylla,Apocynaceae,South-East Asia (tropical),NA,NA,NA,unknown,wood,g.cm-3,wood density,0.33,DRYAD
Dyera polyphylla,Apocynaceae,NA,NA,NA,NA,unknown,wood,g.cm-3,wood density,0.3625,ICRAF
Elaeocarpus floribundus,Elaeocarpaceae,NA,NA,NA,NA,unknown,wood,g.cm-3,wood density,0.6,ICRAF
Elaeocarpus floribundus,Elaeocarpaceae,South-East Asia (tropical),NA,NA,NA,unknown,wood,g.cm-3,wood density,0.62,DRYAD
Elaeocarpus floribundus,Elaeocarpaceae,South-East Asia (tropical),NA,NA,NA,unknown,wood,g.cm-3,wood density,0.54,DRYAD
Elaeocarpus mastersii,Elaeocarpaceae,South-East Asia (tropical),NA,NA,NA,unknown,wood,g.cm-3,wood density,0.55,DRYAD
Elaeocarpus mastersii,Elaeocarpaceae,Indonesia,Central Kalimatan,Lahei,kerapah heath forest,peat,leaf,g.kg-1,magnesium,2.3,Tuah.et.al.2003
Elaeocarpus mastersii,Elaeocarpaceae,NA,NA,NA,NA,unknown,wood,g.cm-3,wood density,0.6367,ICRAF
Elaeocarpus mastersii,Elaeocarpaceae,Indonesia,Central Kalimatan,Lahei,kerapah heath forest,peat,leaf,g.kg-1,nitrogen,11.8,Tuah.et.al.2003
Elaeocarpus mastersii,Elaeocarpaceae,Indonesia,Central Kalimatan,Kalampangan,peat swamp forest primary,peat,leaf,g.kg-1,calcium,12.2,Tuah.et.al.2003
Elaeocarpus mastersii,Elaeocarpaceae,Indonesia,Central Kalimatan,Lahei,kerapah heath forest,peat,leaf,g.kg-1,potassium,2.6,Tuah.et.al.2003
Elaeocarpus mastersii,Elaeocarpaceae,Indonesia,Central Kalimatan,Lahei,kerapah heath forest,peat,leaf,g.kg-1,phosphorus,0.6,Tuah.et.al.2003
Elaeocarpus mastersii,Elaeocarpaceae,Indonesia,Central Kalimatan,Kalampangan,peat swamp forest primary,peat,leaf,g.kg-1,phosphorus,0.2,Tuah.et.al.2003
Elaeocarpus mastersii,Elaeocarpaceae,Indonesia,Central Kalimatan,Kalampangan,peat swamp forest primary,peat,leaf,g.kg-1,magnesium,5.1,Tuah.et.al.2003
Elaeocarpus mastersii,Elaeocarpaceae,Indonesia,Central Kalimatan,Lahei,kerapah heath forest,peat,leaf,g.kg-1,calcium,5.7,Tuah.et.al.2003
Elaeocarpus mastersii,Elaeocarpaceae,Indonesia,Central Kalimatan,Kalampangan,peat swamp forest primary,peat,leaf,g.kg-1,potassium,16.2,Tuah.et.al.2003
Elaeocarpus mastersii,Elaeocarpaceae,Indonesia,Central Kalimatan,Kalampangan,peat swamp forest primary,peat,leaf,g.kg-1,nitrogen,20.4,Tuah.et.al.2003
Fagraea crenulata,Gentianaceae,South-East Asia (tropical),NA,NA,NA,unknown,wood,g.cm-3,wood density,0.47,DRYAD
Fagraea crenulata,Gentianaceae,NA,NA,NA,NA,unknown,wood,g.cm-3,wood density,0.54,PROSEA
Fagraea fragrans,Gentianaceae,Thailand,Narathiwat,Bacho,peat swamp forest,peat,leaf,g.kg-1,nitrogen,12.1,Osaki et al.2003
Fagraea fragrans,Gentianaceae,Thailand,Narathiwat,To Daeng,peat swamp forest secondary,peat,leaf,g.kg-1,magnesium,0.8,Yanbuaban.et.al.2007
Fagraea fragrans,Gentianaceae,Thailand,Narathiwat,Bacho,peat swamp forest,peat,leaf,g.kg-1,potassium,2.1,Osaki et al.2003
Fagraea fragrans,Gentianaceae,Thailand,Narathiwat,Bacho,peat swamp forest,peat,leaf,g.kg-1,calcium,13.8,Osaki et al.2003
Fagraea fragrans,Gentianaceae,Thailand,Narathiwat,To Daeng,peat swamp forest secondary,peat,leaf,g.kg-1,potassium,2.6,Yanbuaban.et.al.2007
Fagraea fragrans,Gentianaceae,South-East Asia (tropical),NA,NA,NA,unknown,wood,g.cm-3,wood density,0.732,DRYAD
Fagraea fragrans,Gentianaceae,South-East Asia (tropical),NA,NA,NA,unknown,wood,g.cm-3,wood density,0.68,DRYAD
Fagraea fragrans,Gentianaceae,Thailand,Narathiwat,To Daeng,peat swamp forest secondary,peat,leaf,g.kg-1,nitrogen,14.5,Yanbuaban.et.al.2007
Fagraea fragrans,Gentianaceae,Thailand,Narathiwat,To Daeng,peat swamp forest secondary,peat,leaf,g.kg-1,phosphorus,0.1,Yanbuaban.et.al.2007
Fagraea fragrans,Gentianaceae,South-East Asia (tropical),NA,NA,NA,unknown,wood,g.cm-3,wood density,0.65,DRYAD
Fagraea fragrans,Gentianaceae,Thailand,Narathiwat,Bacho,peat swamp forest,peat,leaf,g.kg-1,phosphorus,0.3,Osaki et al.2003
Fagraea fragrans,Gentianaceae,South-East Asia (tropical),NA,NA,NA,unknown,wood,g.cm-3,wood density,0.69,DRYAD
Fagraea fragrans,Gentianaceae,Thailand,Narathiwat,To Daeng,peat swamp forest secondary,peat,leaf,g.kg-1,calcium,4.5,Yanbuaban.et.al.2007
Fagraea fragrans,Gentianaceae,NA,NA,NA,NA,unknown,wood,g.cm-3,wood density,0.712,ICRAF
Fagraea fragrans,Gentianaceae,NA,NA,NA,NA,unknown,wood,g.cm-3,wood density,0.72,PROSEA
Fagraea fragrans,Gentianaceae,Thailand,Narathiwat,Bacho,peat swamp forest,peat,leaf,g.kg-1,magnesium,4.1,Osaki et al.2003
Garcinia bancana,Clusiaceae,Thailand,Narathiwat,To Daeng,peat swamp forest primary,peat,leaf,g.kg-1,phosphorus,0.1,Yanbuaban.et.al.2007
Garcinia bancana,Clusiaceae,Thailand,Narathiwat,To Daeng,peat swamp forest primary,peat,leaf,g.kg-1,magnesium,1.6,Yanbuaban.et.al.2007
Garcinia bancana,Clusiaceae,Thailand,Narathiwat,To Daeng,peat swamp forest primary,peat,leaf,g.kg-1,calcium,8.7,Yanbuaban.et.al.2007
Garcinia bancana,Clusiaceae,Indonesia,East Kalimantan,Muara Siran,peat swamp forest,peat,wood,g.cm-3,wood density,0.67,Amitra.et.al.2019
Garcinia bancana,Clusiaceae,Thailand,Narathiwat,To Daeng,peat swamp forest primary,peat,leaf,g.kg-1,nitrogen,11.6,Yanbuaban.et.al.2007
Garcinia bancana,Clusiaceae,Thailand,Narathiwat,To Daeng,peat swamp forest primary,peat,leaf,g.kg-1,potassium,5.8,Yanbuaban.et.al.2007
Gliricidia sepium,Fabaceae,Mexico,NA,NA,NA,unknown,wood,g.cm-3,wood density,0.64,DRYAD
Gliricidia sepium,Fabaceae,South America (tropical),NA,NA,NA,unknown,wood,g.cm-3,wood density,0.53,DRYAD
Gliricidia sepium,Fabaceae,NA,NA,NA,NA,unknown,wood,g.cm-3,wood density,0.5,PROSEA
Gliricidia sepium,Fabaceae,South-East Asia (tropical),NA,NA,NA,unknown,wood,g.cm-3,wood density,0.74,DRYAD
Gliricidia sepium,Fabaceae,NA,NA,NA,NA,unknown,wood,g.cm-3,wood density,0.6843,ICRAF
Gliricidia sepium,Fabaceae,Africa (tropical),NA,NA,NA,unknown,wood,g.cm-3,wood density,0.56,DRYAD
Gluta wallichii,Anacardiaceae,Malaysia,Borneo,Danum valley,dipterocarp forest lowland,mineral,leaf,mg.g-1,magnesium,1.88,Both.et.al.2019
Gluta wallichii,Anacardiaceae,Indonesia,Central Kalimantan,Tanjung Puting National Park,peat swamp forest riverine,peat,wood,g.cm-3,wood density,0.67,Murdiyarso.et.al.2009
