STUDY_ID,Short_Citation,First Author Last,Pub_Year,Country,Continent,OVERALL_Analysis,GERMINATION_Analysis,SURVIVAL_Analysis,GROWTH_Analysis,COVER_Analysis,LnRR_GERM,ESTVAR3_GERM,LnRR_SURVIVAL,ESTVAR3_SURVIVAL,LnRR_GROWTH,ESTVAR3_GROWTH,LnRR_COVER,ESTVAR3_COVER,LnRR_AVG,ESTVAR3_AVG,ESTVAR1,Soil reps (n),Control reps (n),Experimental location,BIOCRUST_TYPE,ECOSYSTEM_OF_ORIGIN,PLANT_FUNCTIONAL_GROUP,PLANT_NATIVENESS,PLANT_DURATION,PLANT_ROOT_MORPHOLOGY,SOIL_REFERENCE_STATE,STUDY_LOCATION,Plant_Species,Plant_Common_Name,Plant_Family,Plant_Lifeform,Lat_Y,Long_X,Aridity_Index,BIOCLIM_MAT,BIOCLIM_MAP
2176,Elmarsdottir et al. (2003),Elmarsdottir,2003,Iceland,Europe,Yes,No,No,No,Yes,NA,NA,NA,NA,NA,NA,0.842195998,2.235E-3,0.842195998,2.235E-3,0.2,10,10,"Hólar farm, Iceland",Mixed,Other,Community,NA,NA,Community,Biocrust disturbance,Field,Community,Community,Community,NA,63.59,-19.57,3.3039999999999998,1.1000000000000001,1674
2176,Elmarsdottir et al. (2003),Elmarsdottir,2003,Iceland,Europe,Yes,No,No,No,Yes,NA,NA,NA,NA,NA,NA,0,0.02,0,0.02,0.2,10,10,"Hólar farm, Iceland",Mixed,Other,Non N-fixing Forb,Native,Perennial,Tap,Biocrust disturbance,Field,Alchemilla alpina,Alpine lady's-mantle,Rosaceae,Forb,63.59,-19.57,3.3039999999999998,1.1000000000000001,1674
2176,Elmarsdottir et al. (2003),Elmarsdottir,2003,Iceland,Europe,Yes,No,No,No,Yes,NA,NA,NA,NA,NA,NA,0.98078758799999999,1.044992924,0.98078758799999999,1.044992924,0.2,10,10,"Hólar farm, Iceland",Mixed,Other,Non N-fixing Forb,Native,Perennial,Tap,Biocrust disturbance,Field,Arenaria norvegica,Arctic sandwort,Caryophyllaceae,Forb,63.59,-19.57,3.3039999999999998,1.1000000000000001,1674
2176,Elmarsdottir et al. (2003),Elmarsdottir,2003,Iceland,Europe,Yes,No,No,No,Yes,NA,NA,NA,NA,NA,NA,0.33897032300000002,0.65799675800000001,0.33897032300000002,0.65799675800000001,0.2,10,10,"Hólar farm, Iceland",Mixed,Other,Non N-fixing Forb,Native,Perennial,Tap,Biocrust disturbance,Field,Cardaminopsis petraea,rockcress,Brassicaceae,Forb,63.59,-19.57,3.3039999999999998,1.1000000000000001,1674
2176,Elmarsdottir et al. (2003),Elmarsdottir,2003,Iceland,Europe,Yes,No,No,No,Yes,NA,NA,NA,NA,NA,NA,1.0280493749999999,0.73219209799999996,1.0280493749999999,0.73219209799999996,0.2,10,10,"Hólar farm, Iceland",Mixed,Other,Non N-fixing Forb,Native,Annual,Tap,Biocrust disturbance,Field,Cerastium spp.,mouse-ear chickweed,Caryophyllaceae,Forb,63.59,-19.57,3.3039999999999998,1.1000000000000001,1674
2176,Elmarsdottir et al. (2003),Elmarsdottir,2003,Iceland,Europe,Yes,No,No,No,Yes,NA,NA,NA,NA,NA,NA,1.3143167979999999,0.40813425800000003,1.3143167979999999,0.40813425800000003,0.2,10,10,"Hólar farm, Iceland",Mixed,Other,Non N-fixing Forb,Native,Annual,Tap,Biocrust disturbance,Field,Euphrasia frigida,Eyebright,Scrophulariaceae,Forb,63.59,-19.57,3.3039999999999998,1.1000000000000001,1674
2176,Elmarsdottir et al. (2003),Elmarsdottir,2003,Iceland,Europe,Yes,No,No,No,Yes,NA,NA,NA,NA,NA,NA,0.58989132700000002,0.63114957100000002,0.58989132700000002,0.63114957100000002,0.2,10,10,"Hólar farm, Iceland",Mixed,Other,Non N-fixing Forb,Native,Perennial,Fibrous,Biocrust disturbance,Field,Galium normanii,Slender bedrstraw,Rubiaceae,Forb,63.59,-19.57,3.3039999999999998,1.1000000000000001,1674
2176,Elmarsdottir et al. (2003),Elmarsdottir,2003,Iceland,Europe,Yes,No,No,No,Yes,NA,NA,NA,NA,NA,NA,-0.875352087,2.3605438329999999,-0.875352087,2.3605438329999999,0.2,10,10,"Hólar farm, Iceland",Mixed,Other,Non N-fixing Forb,Native,Perennial,Tap,Biocrust disturbance,Field,Minuartia spp.,stitchwort,Caryophyllaceae,Forb,63.59,-19.57,3.3039999999999998,1.1000000000000001,1674
2176,Elmarsdottir et al. (2003),Elmarsdottir,2003,Iceland,Europe,Yes,No,No,No,Yes,NA,NA,NA,NA,NA,NA,0.55004351600000001,0.45914321200000002,0.55004351600000001,0.45914321200000002,0.2,10,10,"Hólar farm, Iceland",Mixed,Other,Non N-fixing Forb,Native,Perennial,Tap,Biocrust disturbance,Field,Rumex acetosa,garden sorrel,Polygonaceae,Forb,63.59,-19.57,3.3039999999999998,1.1000000000000001,1674
2176,Elmarsdottir et al. (2003),Elmarsdottir,2003,Iceland,Europe,Yes,No,No,No,Yes,NA,NA,NA,NA,NA,NA,0.99323918099999997,0.36670638799999999,0.99323918099999997,0.36670638799999999,0.2,10,10,"Hólar farm, Iceland",Mixed,Other,Non N-fixing Forb,Native,Perennial,Tap,Biocrust disturbance,Field,Sedum acre,Goldmoss stonecrop,Crassulaceae,Forb,63.59,-19.57,3.3039999999999998,1.1000000000000001,1674
2176,Elmarsdottir et al. (2003),Elmarsdottir,2003,Iceland,Europe,Yes,No,No,No,Yes,NA,NA,NA,NA,NA,NA,0.95263562499999999,0.48910066200000002,0.95263562499999999,0.48910066200000002,0.2,10,10,"Hólar farm, Iceland",Mixed,Other,Non N-fixing Forb,Native,Perennial,Tap,Biocrust disturbance,Field,Silene acaulis,Moss campion,Caryophyllaceae,Forb,63.59,-19.57,3.3039999999999998,1.1000000000000001,1674
2176,Elmarsdottir et al. (2003),Elmarsdottir,2003,Iceland,Europe,Yes,No,No,No,Yes,NA,NA,NA,NA,NA,NA,-10.126671099999999,1.2643086130000001,-10.126671099999999,1.2643086130000001,0.2,10,10,"Hólar farm, Iceland",Mixed,Other,Non N-fixing Forb,Native,Perennial,Tap,Biocrust disturbance,Field,Silene uniflora,Sea campion,Caryophyllaceae,Forb,63.59,-19.57,3.3039999999999998,1.1000000000000001,1674
2176,Elmarsdottir et al. (2003),Elmarsdottir,2003,Iceland,Europe,Yes,No,No,No,Yes,NA,NA,NA,NA,NA,NA,1.3859194779999999,1.5614787990000001,1.3859194779999999,1.5614787990000001,0.2,10,10,"Hólar farm, Iceland",Mixed,Other,Non N-fixing Forb,Native,Perennial,Tap,Biocrust disturbance,Field,Stellaria media,common chickweed,Caryophyllaceae,Forb,63.59,-19.57,3.3039999999999998,1.1000000000000001,1674
2176,Elmarsdottir et al. (2003),Elmarsdottir,2003,Iceland,Europe,Yes,No,No,No,Yes,NA,NA,NA,NA,NA,NA,0.981566775,0.100798711,0.981566775,0.100798711,0.2,10,10,"Hólar farm, Iceland",Mixed,Other,Non N-fixing Forb,Native,Perennial,Fibrous,Biocrust disturbance,Field,Thymus praecox,mother of thyme,Lamiaceae,Forb,63.59,-19.57,3.3039999999999998,1.1000000000000001,1674
2176,Elmarsdottir et al. (2003),Elmarsdottir,2003,Iceland,Europe,Yes,No,No,No,Yes,NA,NA,NA,NA,NA,NA,0.31843143200000001,2.4521619999999999E-3,0.31843143200000001,2.4521619999999999E-3,0.2,10,10,"Hólar farm, Iceland",Mixed,Other,Non N-fixing Forb,NA,NA,Community,Biocrust disturbance,Field,Community,Community,Community,Forb,63.59,-19.57,3.3039999999999998,1.1000000000000001,1674
2176,Elmarsdottir et al. (2003),Elmarsdottir,2003,Iceland,Europe,Yes,No,No,No,Yes,NA,NA,NA,NA,NA,NA,7.6014023350000004,1.0091006520000001,7.6014023350000004,1.0091006520000001,0.2,10,10,"Hólar farm, Iceland",Mixed,Other,Non N-fixing Forb,Native,Perennial,Tap,Biocrust disturbance,Field,Alchemilla alpina,Alpine lady's-mantle,Rosaceae,Forb,63.59,-19.57,3.3039999999999998,1.1000000000000001,1674
2176,Elmarsdottir et al. (2003),Elmarsdottir,2003,Iceland,Europe,Yes,No,No,No,Yes,NA,NA,NA,NA,NA,NA,-0.14309058799999999,0.92362094100000003,-0.14309058799999999,0.92362094100000003,0.2,10,10,"Hólar farm, Iceland",Mixed,Other,Non N-fixing Forb,Native,Perennial,Tap,Biocrust disturbance,Field,Arenaria norvegica,Arctic sandwort,Caryophyllaceae,Forb,63.59,-19.57,3.3039999999999998,1.1000000000000001,1674
2176,Elmarsdottir et al. (2003),Elmarsdottir,2003,Iceland,Europe,Yes,No,No,No,Yes,NA,NA,NA,NA,NA,NA,0.17645359899999999,1.669808996,0.17645359899999999,1.669808996,0.2,10,10,"Hólar farm, Iceland",Mixed,Other,Non N-fixing Forb,Native,Perennial,Tap,Biocrust disturbance,Field,Cardaminopsis petraea,rockcress,Brassicaceae,Forb,63.59,-19.57,3.3039999999999998,1.1000000000000001,1674
2176,Elmarsdottir et al. (2003),Elmarsdottir,2003,Iceland,Europe,Yes,No,No,No,Yes,NA,NA,NA,NA,NA,NA,1.805046618,0.95731181399999998,1.805046618,0.95731181399999998,0.2,10,10,"Hólar farm, Iceland",Mixed,Other,Non N-fixing Forb,Native,Annual,Tap,Biocrust disturbance,Field,Cerastium spp.,mouse-ear chickweed,Caryophyllaceae,Forb,63.59,-19.57,3.3039999999999998,1.1000000000000001,1674
2176,Elmarsdottir et al. (2003),Elmarsdottir,2003,Iceland,Europe,Yes,No,No,No,Yes,NA,NA,NA,NA,NA,NA,0,1.054434321,0,1.054434321,0.2,10,10,"Hólar farm, Iceland",Mixed,Other,Non N-fixing Forb,Native,Annual,Tap,Biocrust disturbance,Field,Euphrasia frigida,Eyebright,Scrophulariaceae,Forb,63.59,-19.57,3.3039999999999998,1.1000000000000001,1674
2176,Elmarsdottir et al. (2003),Elmarsdottir,2003,Iceland,Europe,Yes,No,No,No,Yes,NA,NA,NA,NA,NA,NA,0.43866093,9.6724095999999996E-2,0.43866093,9.6724095999999996E-2,0.2,10,10,"Hólar farm, Iceland",Mixed,Other,Non N-fixing Forb,Native,Perennial,Fibrous,Biocrust disturbance,Field,Galium normanii,Slender bedrstraw,Rubiaceae,Forb,63.59,-19.57,3.3039999999999998,1.1000000000000001,1674
2176,Elmarsdottir et al. (2003),Elmarsdottir,2003,Iceland,Europe,Yes,No,No,No,Yes,NA,NA,NA,NA,NA,NA,-0.875352087,2.3605438329999999,-0.875352087,2.3605438329999999,0.2,10,10,"Hólar farm, Iceland",Mixed,Other,Non N-fixing Forb,Native,Perennial,Tap,Biocrust disturbance,Field,Minuartia spp.,stitchwort,Caryophyllaceae,Forb,63.59,-19.57,3.3039999999999998,1.1000000000000001,1674
2176,Elmarsdottir et al. (2003),Elmarsdottir,2003,Iceland,Europe,Yes,No,No,No,Yes,NA,NA,NA,NA,NA,NA,0.33647033199999998,0.374618652,0.33647033199999998,0.374618652,0.2,10,10,"Hólar farm, Iceland",Mixed,Other,Non N-fixing Forb,Native,Perennial,Tap,Biocrust disturbance,Field,Rumex acetosa,garden sorrel,Polygonaceae,Forb,63.59,-19.57,3.3039999999999998,1.1000000000000001,1674
2176,Elmarsdottir et al. (2003),Elmarsdottir,2003,Iceland,Europe,Yes,No,No,No,Yes,NA,NA,NA,NA,NA,NA,-1.6093579170000001,1.731326535,-1.6093579170000001,1.731326535,0.2,10,10,"Hólar farm, Iceland",Mixed,Other,Non N-fixing Forb,Native,Perennial,Tap,Biocrust disturbance,Field,Sedum acre,Goldmoss stonecrop,Crassulaceae,Forb,63.59,-19.57,3.3039999999999998,1.1000000000000001,1674
2176,Elmarsdottir et al. (2003),Elmarsdottir,2003,Iceland,Europe,Yes,No,No,No,Yes,NA,NA,NA,NA,NA,NA,-0.730847625,0.72979379600000005,-0.730847625,0.72979379600000005,0.2,10,10,"Hólar farm, Iceland",Mixed,Other,Non N-fixing Forb,Native,Perennial,Tap,Biocrust disturbance,Field,Silene acaulis,Moss campion,Caryophyllaceae,Forb,63.59,-19.57,3.3039999999999998,1.1000000000000001,1674
2176,Elmarsdottir et al. (2003),Elmarsdottir,2003,Iceland,Europe,Yes,No,No,No,Yes,NA,NA,NA,NA,NA,NA,-10.126671099999999,1.2643086130000001,-10.126671099999999,1.2643086130000001,0.2,10,10,"Hólar farm, Iceland",Mixed,Other,Non N-fixing Forb,Native,Perennial,Tap,Biocrust disturbance,Field,Silene uniflora,Sea campion,Caryophyllaceae,Forb,63.59,-19.57,3.3039999999999998,1.1000000000000001,1674
2176,Elmarsdottir et al. (2003),Elmarsdottir,2003,Iceland,Europe,Yes,No,No,No,Yes,NA,NA,NA,NA,NA,NA,0,1.998201304,0,1.998201304,0.2,10,10,"Hólar farm, Iceland",Mixed,Other,Non N-fixing Forb,Native,Perennial,Tap,Biocrust disturbance,Field,Stellaria media,common chickweed,Caryophyllaceae,Forb,63.59,-19.57,3.3039999999999998,1.1000000000000001,1674
2176,Elmarsdottir et al. (2003),Elmarsdottir,2003,Iceland,Europe,Yes,No,No,No,Yes,NA,NA,NA,NA,NA,NA,-1.104541054,0.36596531999999998,-1.104541054,0.36596531999999998,0.2,10,10,"Hólar farm, Iceland",Mixed,Other,Non N-fixing Forb,Native,Perennial,Fibrous,Biocrust disturbance,Field,Thymus praecox,mother of thyme,Lamiaceae,Forb,63.59,-19.57,3.3039999999999998,1.1000000000000001,1674
2176,Elmarsdottir et al. (2003),Elmarsdottir,2003,Iceland,Europe,Yes,No,No,No,Yes,NA,NA,NA,NA,NA,NA,-0.24115447700000001,2.7404360000000002E-3,-0.24115447700000001,2.7404360000000002E-3,0.2,10,10,"Hólar farm, Iceland",Mixed,Other,Non N-fixing Forb,NA,NA,Community,Biocrust disturbance,Field,Community,Community,Community,Forb,63.59,-19.57,3.3039999999999998,1.1000000000000001,1674
2176,Elmarsdottir et al. (2003),Elmarsdottir,2003,Iceland,Europe,Yes,No,No,No,Yes,NA,NA,NA,NA,NA,NA,7.6014023350000004,1.0091006520000001,7.6014023350000004,1.0091006520000001,0.2,10,10,"Hólar farm, Iceland",Mixed,Other,Non N-fixing Forb,Native,Perennial,Tap,Biocrust disturbance,Field,Alchemilla alpina,Alpine lady's-mantle,Rosaceae,Forb,63.59,-19.57,3.3039999999999998,1.1000000000000001,1674
2176,Elmarsdottir et al. (2003),Elmarsdottir,2003,Iceland,Europe,Yes,No,No,No,Yes,NA,NA,NA,NA,NA,NA,-2.01446981,1.4434947309999999,-2.01446981,1.4434947309999999,0.2,10,10,"Hólar farm, Iceland",Mixed,Other,Non N-fixing Forb,Native,Perennial,Tap,Biocrust disturbance,Field,Arenaria norvegica,Arctic sandwort,Caryophyllaceae,Forb,63.59,-19.57,3.3039999999999998,1.1000000000000001,1674
2176,Elmarsdottir et al. (2003),Elmarsdottir,2003,Iceland,Europe,Yes,No,No,No,Yes,NA,NA,NA,NA,NA,NA,-10.950824089999999,0.52737433600000005,-10.950824089999999,0.52737433600000005,0.2,10,10,"Hólar farm, Iceland",Mixed,Other,Non N-fixing Forb,Native,Perennial,Tap,Biocrust disturbance,Field,Cardaminopsis petraea,rockcress,Brassicaceae,Forb,63.59,-19.57,3.3039999999999998,1.1000000000000001,1674
2176,Elmarsdottir et al. (2003),Elmarsdottir,2003,Iceland,Europe,Yes,No,No,No,Yes,NA,NA,NA,NA,NA,NA,0.110456232,0.57034878700000002,0.110456232,0.57034878700000002,0.2,10,10,"Hólar farm, Iceland",Mixed,Other,Non N-fixing Forb,Native,Annual,Tap,Biocrust disturbance,Field,Cerastium spp.,mouse-ear chickweed,Caryophyllaceae,Forb,63.59,-19.57,3.3039999999999998,1.1000000000000001,1674
2176,Elmarsdottir et al. (2003),Elmarsdottir,2003,Iceland,Europe,Yes,No,No,No,Yes,NA,NA,NA,NA,NA,NA,-1.049811807,0.78351766300000003,-1.049811807,0.78351766300000003,0.2,10,10,"Hólar farm, Iceland",Mixed,Other,Non N-fixing Forb,Native,Annual,Tap,Biocrust disturbance,Field,Euphrasia frigida,Eyebright,Scrophulariaceae,Forb,63.59,-19.57,3.3039999999999998,1.1000000000000001,1674
2176,Elmarsdottir et al. (2003),Elmarsdottir,2003,Iceland,Europe,Yes,No,No,No,Yes,NA,NA,NA,NA,NA,NA,-0.968240133,0.12983519099999999,-0.968240133,0.12983519099999999,0.2,10,10,"Hólar farm, Iceland",Mixed,Other,Non N-fixing Forb,Native,Perennial,Fibrous,Biocrust disturbance,Field,Galium normanii,Slender bedrstraw,Rubiaceae,Forb,63.59,-19.57,3.3039999999999998,1.1000000000000001,1674
2176,Elmarsdottir et al. (2003),Elmarsdottir,2003,Iceland,Europe,Yes,No,No,No,Yes,NA,NA,NA,NA,NA,NA,-1.7913429240000001,2.360004381,-1.7913429240000001,2.360004381,0.2,10,10,"Hólar farm, Iceland",Mixed,Other,Non N-fixing Forb,Native,Perennial,Tap,Biocrust disturbance,Field,Minuartia spp.,stitchwort,Caryophyllaceae,Forb,63.59,-19.57,3.3039999999999998,1.1000000000000001,1674
2176,Elmarsdottir et al. (2003),Elmarsdottir,2003,Iceland,Europe,Yes,No,No,No,Yes,NA,NA,NA,NA,NA,NA,1.3812768280000001,1.4271566170000001,1.3812768280000001,1.4271566170000001,0.2,10,10,"Hólar farm, Iceland",Mixed,Other,Non N-fixing Forb,Native,Perennial,Tap,Biocrust disturbance,Field,Rumex acetosa,garden sorrel,Polygonaceae,Forb,63.59,-19.57,3.3039999999999998,1.1000000000000001,1674
2176,Elmarsdottir et al. (2003),Elmarsdottir,2003,Iceland,Europe,Yes,No,No,No,Yes,NA,NA,NA,NA,NA,NA,-3.2183959500000001,1.2906911480000001,-3.2183959500000001,1.2906911480000001,0.2,10,10,"Hólar farm, Iceland",Mixed,Other,Non N-fixing Forb,Native,Perennial,Tap,Biocrust disturbance,Field,Sedum acre,Goldmoss stonecrop,Crassulaceae,Forb,63.59,-19.57,3.3039999999999998,1.1000000000000001,1674
2176,Elmarsdottir et al. (2003),Elmarsdottir,2003,Iceland,Europe,Yes,No,No,No,Yes,NA,NA,NA,NA,NA,NA,-10.20362918,0.36114435900000003,-10.20362918,0.36114435900000003,0.2,10,10,"Hólar farm, Iceland",Mixed,Other,Non N-fixing Forb,Native,Perennial,Tap,Biocrust disturbance,Field,Silene acaulis,Moss campion,Caryophyllaceae,Forb,63.59,-19.57,3.3039999999999998,1.1000000000000001,1674
2176,Elmarsdottir et al. (2003),Elmarsdottir,2003,Iceland,Europe,Yes,No,No,No,Yes,NA,NA,NA,NA,NA,NA,-10.126671099999999,1.2643086130000001,-10.126671099999999,1.2643086130000001,0.2,10,10,"Hólar farm, Iceland",Mixed,Other,Non N-fixing Forb,Native,Perennial,Tap,Biocrust disturbance,Field,Silene uniflora,Sea campion,Caryophyllaceae,Forb,63.59,-19.57,3.3039999999999998,1.1000000000000001,1674
2176,Elmarsdottir et al. (2003),Elmarsdottir,2003,Iceland,Europe,Yes,No,No,No,Yes,NA,NA,NA,NA,NA,NA,-7.6014023350000004,1.0091006520000001,-7.6014023350000004,1.0091006520000001,0.2,10,10,"Hólar farm, Iceland",Mixed,Other,Non N-fixing Forb,Native,Perennial,Tap,Biocrust disturbance,Field,Stellaria media,common chickweed,Caryophyllaceae,Forb,63.59,-19.57,3.3039999999999998,1.1000000000000001,1674
2176,Elmarsdottir et al. (2003),Elmarsdottir,2003,Iceland,Europe,Yes,No,No,No,Yes,NA,NA,NA,NA,NA,NA,-1.357129241,0.83243096500000002,-1.357129241,0.83243096500000002,0.2,10,10,"Hólar farm, Iceland",Mixed,Other,Non N-fixing Forb,Native,Perennial,Fibrous,Biocrust disturbance,Field,Thymus praecox,mother of thyme,Lamiaceae,Forb,63.59,-19.57,3.3039999999999998,1.1000000000000001,1674
2430,Pendleton et al. (2004),Pendleton,2004,USA,North America,Yes,No,No,Yes,No,NA,NA,NA,NA,0.68044500399999996,0.22798220899999999,NA,NA,0.68044500399999996,0.22798220899999999,2,1,1,"Moab, Utah",Mixed,Semi-Arid,C3 Grass,Non-Native,Annual,Fibrous,Bare soil,Greenhouse,Bromus tectorum,cheatgrass,Poaceae,Grass,38.340000000000003,-109.32,0.42699999999999999,8.4,359
2430,Pendleton et al. (2004),Pendleton,2004,USA,North America,Yes,No,No,Yes,No,NA,NA,NA,NA,0.62831713199999994,0.33196209700000001,NA,NA,0.62831713199999994,0.33196209700000001,2,1,1,"Moab, Utah",Mixed,Semi-Arid,C3 Grass,Native,Perennial,Fibrous,Bare soil,Greenhouse,Elymus elymoides,squirreltail,Poaceae,Grass,38.340000000000003,-109.32,0.42699999999999999,8.4,359
2430,Pendleton et al. (2004),Pendleton,2004,USA,North America,Yes,No,No,Yes,No,NA,NA,NA,NA,0.29166542000000001,0.20522975700000001,NA,NA,0.29166542000000001,0.20522975700000001,2,1,1,"Moab, Utah",Mixed,Semi-Arid,Non N-fixing Forb,Native,Annual,Fibrous,Bare soil,Greenhouse,Gaillardia pulchella,Indian blanket,Asteraceae,Forb,38.340000000000003,-109.32,0.42699999999999999,8.4,359
2430,Pendleton et al. (2004),Pendleton,2004,USA,North America,Yes,No,No,Yes,No,NA,NA,NA,NA,0.530491033,0.26264446600000002,NA,NA,0.530491033,0.26264446600000002,2,1,1,"Moab, Utah",Mixed,Semi-Arid,Non N-fixing Forb,Native,Perennial,Tap,Bare soil,Greenhouse,Sphaeralcea munroana,Munro's globemallow,Malvaceae,Forb,38.340000000000003,-109.32,0.42699999999999999,8.4,359
2686,Zhang & Belnap (2015),Zhang,2015,China,Asia,Yes,Yes,No,Yes,No,-0.31048233400000003,6.6088450000000003E-3,NA,NA,-0.38117688,4.9830279999999996E-3,NA,NA,-0.34582960699999998,5.7959370000000001E-3,0.4,5,5,"Southern Gurbantünggüt desert, Xinjiang Uygur Autonomous Region of northwestern China",Lichen,Arid,Non N-fixing Woody Plant,Native,Perennial,Tap,Biocrust removal,Greenhouse,Haloxylon persicum,NA,Amaranthaceae,Shrub,45.28,86.31,0.115,9.1,124
2686,Zhang & Belnap (2015),Zhang,2015,China,Asia,Yes,Yes,No,Yes,No,3.7984045000000001E-2,5.9146850000000003E-3,NA,NA,-6.3243868999999994E-2,3.8771529999999999E-3,NA,NA,-1.2629912E-2,4.8959190000000003E-3,0.4,5,5,"Southern Gurbantünggüt desert, Xinjiang Uygur Autonomous Region of northwestern China",Lichen,Arid,Non N-fixing Woody Plant,Native,Perennial,Tap,Biocrust removal,Greenhouse,Ephedra distachya,jointfir,Ephedraceae,Shrub,45.28,86.31,0.115,9.1,124
2686,Zhang & Belnap (2015),Zhang,2015,China,Asia,Yes,Yes,No,Yes,No,-0.23040308100000001,6.2395300000000001E-3,NA,NA,-1.8968868999999999E-2,4.1697970000000003E-3,NA,NA,-0.124685975,5.2046640000000003E-3,0.4,5,5,"Southern Gurbantünggüt desert, Xinjiang Uygur Autonomous Region of northwestern China",Lichen,Arid,Non N-fixing Forb,Native,Perennial,Tap,Biocrust removal,Greenhouse,Ceratocarpus arenarius,NA,Amaranthaceae,Forb,45.28,86.31,0.115,9.1,124
2686,Zhang & Belnap (2015),Zhang,2015,China,Asia,Yes,Yes,No,Yes,No,-5.2323164999999998E-2,6.5125399999999998E-3,NA,NA,0.61837420099999996,2.823632E-3,NA,NA,0.28302551799999998,4.6680860000000001E-3,0.4,5,5,"Southern Gurbantünggüt desert, Xinjiang Uygur Autonomous Region of northwestern China",Lichen,Arid,Non N-fixing Forb,Non-Native,Annual,Tap,Biocrust removal,Greenhouse,Malcolmia africana,African mustard,Brassicaceae,Forb,45.28,86.31,0.115,9.1,124
2686,Zhang & Belnap (2015),Zhang,2015,China,Asia,Yes,Yes,No,Yes,No,-0.17534957300000001,6.3788459999999996E-3,NA,NA,0.40720121399999998,2.2992059999999998E-3,NA,NA,0.11592582,4.3390260000000002E-3,0.4,5,5,"Southern Gurbantünggüt desert, Xinjiang Uygur Autonomous Region of northwestern China",Lichen,Arid,Non N-fixing Forb,Native,Annual,Tap,Biocrust removal,Greenhouse,Lappula semiglabra,NA,Boraginaceae,Forb,45.28,86.31,0.115,9.1,124
2655,Funk et al. (2014),Funk,2014,Argentina,South America,Yes,Yes,Yes,Yes,No,-0.50278291500000005,0.188248941,-1.9337778E-2,1.9278027999999999E-2,8.7145199999999999E-4,6.6701928999999993E-2,NA,NA,-0.17374974700000001,9.1409633000000004E-2,0.2,10,10,Monte of Argentina,Moss,Semi-Arid,C3 Grass,Native,Perennial,Fibrous,Bare soil,Greenhouse,Poa ligularis,NA,Poaceae,Grass,-40.666666669999998,-64.166666669999998,0.20300000000000001,14.6,268
2655,Funk et al. (2014),Funk,2014,Argentina,South America,Yes,Yes,Yes,Yes,No,0.33876909900000002,6.3164731000000002E-2,-6.5216687999999995E-2,1.4317058000000001E-2,0.17692929399999999,3.6087920000000002E-2,NA,NA,0.15016056899999999,3.7856569999999999E-2,0.2,10,10,Monte of Argentina,Moss,Semi-Arid,C3 Grass,Native,Perennial,Fibrous,Bare soil,Greenhouse,Poa ligularis,NA,Poaceae,Grass,-40.666666669999998,-64.166666669999998,0.20300000000000001,14.6,268
2655,Funk et al. (2014),Funk,2014,Argentina,South America,Yes,Yes,Yes,Yes,No,-1.601341873,0.33470086999999998,7.6877776999999994E-2,3.8292855000000001E-2,-0.86694897500000001,8.0019521999999996E-2,NA,NA,-0.79713769000000001,0.151004416,0.2,10,10,Monte of Argentina,Moss,Semi-Arid,C3 Grass,Native,Perennial,Fibrous,Bare soil,Greenhouse,Poa ligularis,NA,Poaceae,Grass,-40.666666669999998,-64.166666669999998,0.20300000000000001,14.6,268
